"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,171,"PAK","Pakistan","PAKISTAN","Pakistan","Pakistan","","Baluchistan|West Pakistan","","Pakistan ","Pakistán ","<U+041F><U+0430><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+0628><U+0627><U+0643><U+0633><U+062A><U+0627><U+0646>","<U+5DF4><U+57FA><U+65AF><U+5766> ","","","Pakistan","PK","","PK","586","Unknown","Present","141256186","877753.375","160.92924279556317","Southern Asia","Asia","1","","","","South Asia","Low income","Moderately indebted","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
